type	journal	pubmed
Journal Article	Lancet (London, England)	28589894
Journal Article	Lancet (London, England)	28589888
Journal Article	Lancet (London, England)	28589887
Journal Article	Lancet (London, England)	28589886
Journal Article	Lancet (London, England)	28589885
Journal Article	Lancet (London, England)	28589884
Journal Article	Lancet (London, England)	28589883
Journal Article	Lancet (London, England)	28589882
Journal Article	BMJ open	28588113
Journal Article	BMJ open	28588112
Journal Article	BMJ open	28588111
Journal Article	BMJ open	28588110
Journal Article	BMJ open	28588109
Journal Article	BMJ open	28588108
Journal Article	BMJ open	28588107
Journal Article	BMJ open	28588106
Journal Article	BMJ open	28588105
Journal Article	BMJ open	28588104
Journal Article	BMJ (Clinical research ed.)	28588063
Journal Article	BMJ (Clinical research ed.)	28588033
Journal Article	BMJ (Clinical research ed.)	28588008
Journal Article	JAMA	28586891
Journal Article	JAMA	28586888
c("Journal Article", "Meta-Analysis", "Review")	JAMA	28586887
Journal Article	JAMA	28586880
Journal Article	JAMA	28586877
Journal Article	JAMA	28586876
Journal Article	JAMA	28586875
Journal Article	JAMA	28586872
Journal Article	JAMA	28586869
Journal Article	JAMA	28586832
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28586279
Journal Article	BMJ (Clinical research ed.)	28584061
Journal Article	BMJ (Clinical research ed.)	28584026
Journal Article	BMJ open	28583914
Journal Article	BMJ open	28583913
Journal Article	The Lancet. Oncology	28583796
Journal Article	The Lancet. Oncology	28583795
Journal Article	The Lancet. Oncology	28583794
Journal Article	The Lancet. Oncology	28583793
Journal Article	The Lancet. Infectious diseases	28583579
Journal Article	The Lancet. Infectious diseases	28583578
Journal Article	The Lancet. Respiratory medicine	28583396
Journal Article	The Lancet. Respiratory medicine	28583395
Journal Article	The Lancet. Respiratory medicine	28583394
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Haematology	28583289
Journal Article	The Lancet. Haematology	28583284
Journal Article	The Lancet. Haematology	28583283
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28581356
Journal Article	The Lancet. Infectious diseases	28579426
Journal Article	The Lancet. Infectious diseases	28579425
Journal Article	The lancet. HIV	28579226
Journal Article	The lancet. HIV	28579225
Journal Article	Lancet (London, England)	28579150
Journal Article	The Lancet. Global health	28578942
Journal Article	The Lancet. Global health	28578941
Journal Article	The lancet. Psychiatry	28578902
Journal Article	The lancet. Psychiatry	28578901
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28578639
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28578607
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28578601
Journal Article	Lancet (London, England)	28577861
c("Journal Article", "Review")	Lancet (London, England)	28577860
Journal Article	BMJ open	28576903
Journal Article	BMJ open	28576902
Journal Article	BMJ open	28576901
Journal Article	BMJ open	28576900
Journal Article	BMJ open	28576899
Journal Article	BMJ open	28576898
Journal Article	BMJ open	28576897
Journal Article	BMJ open	28576896
Journal Article	BMJ open	28576895
Journal Article	BMJ open	28576894
Journal Article	BMJ open	28576893
Journal Article	BMJ open	28576892
Journal Article	BMJ open	28576891
Journal Article	BMJ open	28576890
Journal Article	BMJ open	28576889
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28576765
Journal Article	The Lancet. Respiratory medicine	28576696
Journal Article	The lancet. Diabetes &amp; endocrinology	28576688
Journal Article	The lancet. Diabetes &amp; endocrinology	28576687
Journal Article	The Lancet. Oncology	28576676
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28576675
Journal Article	The lancet. Gastroenterology &amp; hepatology	28576452
Journal Article	The lancet. Gastroenterology &amp; hepatology	28576451
Journal Article	The lancet. Gastroenterology &amp; hepatology	28576450
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	Lancet (London, England)	28576285
c("Journal Article", "Review")	Lancet (London, England)	28576284
Journal Article	BMJ (Clinical research ed.)	28572334
Journal Article	BMJ (Clinical research ed.)	28572302
Journal Article	BMJ (Clinical research ed.)	28572279
Journal Article	BMJ (Clinical research ed.)	28572132
Journal Article	BMJ (Clinical research ed.)	28572093
Journal Article	BMJ (Clinical research ed.)	28572089
Journal Article	Environmental health perspectives	28572075
Journal Article	Environmental health perspectives	28572074
Journal Article	Lancet (London, England)	28571828
Journal Article	JAMA	28570728
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28566467
Journal Article	BMJ open	28566366
Journal Article	BMJ open	28566365
Journal Article	BMJ open	28566364
Journal Article	BMJ open	28566363
Journal Article	BMJ open	28566362
Journal Article	BMJ open	28566361
Journal Article	BMJ (Clinical research ed.)	28566294
Journal Article	BMJ (Clinical research ed.)	28566284
Journal Article	BMJ (Clinical research ed.)	28566274
Journal Article	BMJ (Clinical research ed.)	28566271
Journal Article	The lancet. HIV	28566228
Journal Article	The lancet. HIV	28566227
Journal Article	The lancet. Diabetes &amp; endocrinology	28566219
Journal Article	The lancet. Diabetes &amp; endocrinology	28566218
Journal Article	The Lancet. Global health	28566213
Journal Article	The Lancet. Haematology	28566210
Journal Article	The Lancet. Haematology	28566209
c("Journal Article", "Review")	The Lancet. Neurology	28566190
c("Journal Article", "Review")	The Medical journal of Australia	28566073
Journal Article	The Medical journal of Australia	28566072
Journal Article	The Medical journal of Australia	28566071
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Medical journal of Australia	28566070
Journal Article	The Medical journal of Australia	28566069
Journal Article	The Medical journal of Australia	28566068
Journal Article	The Medical journal of Australia	28566067
Journal Article	The Medical journal of Australia	28566066
Journal Article	The Medical journal of Australia	28566065
Journal Article	The Medical journal of Australia	28566064
Journal Article	The Medical journal of Australia	28566062
Journal Article	The Medical journal of Australia	28566061
Journal Article	Environmental health perspectives	28564632
Journal Article	The New England journal of medicine	28564574
Journal Article	The New England journal of medicine	28564573
Journal Article	The New England journal of medicine	28564570
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28564569
Journal Article	The New England journal of medicine	28564568
c("Journal Article", "Review")	The New England journal of medicine	28564565
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28564564
Journal Article	The New England journal of medicine	28564563
c("Journal Article", "Review")	The New England journal of medicine	28564562
Journal Article	The New England journal of medicine	28564558
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28564557
Journal Article	The New England journal of medicine	28564552
Journal Article	The New England journal of medicine	28564549
Journal Article	The New England journal of medicine	28562225
Journal Article	The New England journal of medicine	28562176
c("Journal Article", "Review")	Lancet (London, England)	28561006
c("Journal Article", "Review")	Lancet (London, England)	28561005
Journal Article	Lancet (London, England)	28560998
Journal Article	Lancet (London, England)	28560997
Journal Article	Lancet (London, England)	28560996
Journal Article	Lancet (London, England)	28560995
Journal Article	Lancet (London, England)	28560994
Journal Article	Lancet (London, England)	28560993
Journal Article	BMJ open	28559458
Journal Article	BMJ open	28559457
Journal Article	BMJ open	28559456
Journal Article	BMJ open	28559455
Journal Article	BMJ open	28559454
Journal Article	BMJ open	28559453
Journal Article	BMJ open	28559452
Journal Article	BMJ (Clinical research ed.)	28559302
Journal Article	BMJ (Clinical research ed.)	28559288
Journal Article	BMJ (Clinical research ed.)	28559234
Journal Article	BMJ (Clinical research ed.)	28559231
Journal Article	JAMA	28558101
Journal Article	Environmental health perspectives	28557713
Journal Article	Environmental health perspectives	28557712
Journal Article	Environmental health perspectives	28557711
Journal Article	Environmental health perspectives	28557710
Journal Article	The Lancet. Infectious diseases	28555591
Journal Article	The Lancet. Infectious diseases	28555590
Journal Article	The Lancet. Infectious diseases	28555587
Journal Article	The Lancet. Infectious diseases	28555586
Journal Article	The Lancet. Infectious diseases	28555585
Journal Article	The Lancet. Infectious diseases	28555584
Journal Article	The Lancet. Infectious diseases	28555570
Journal Article	Lancet (London, England)	28555568
Journal Article	BMJ open	28554940
Journal Article	BMJ open	28554939
Journal Article	BMJ open	28554938
Journal Article	BMJ open	28554937
Journal Article	BMJ open	28554936
Journal Article	BMJ open	28554935
Journal Article	BMJ open	28554934
Journal Article	BMJ open	28554933
Journal Article	BMJ open	28554932
Journal Article	BMJ open	28554931
Journal Article	BMJ open	28554930
Journal Article	BMJ open	28554929
Journal Article	BMJ open	28554928
Journal Article	BMJ open	28554927
Journal Article	BMJ open	28554926
Journal Article	BMJ open	28554925
Journal Article	BMJ open	28554924
Journal Article	BMJ open	28554923
Journal Article	BMJ open	28554922
Journal Article	BMJ open	28554921
Journal Article	BMJ open	28554920
Journal Article	BMJ open	28554919
Journal Article	BMJ open	28554918
Journal Article	BMJ open	28554917
Journal Article	BMJ open	28554916
Journal Article	BMJ open	28554915
Journal Article	BMJ open	28554914
Journal Article	BMJ open	28554913
Journal Article	BMJ open	28554912
Journal Article	BMJ open	28554911
Journal Article	BMJ open	28554910
Journal Article	BMJ open	28554909
Journal Article	The lancet. Psychiatry	28554431
Journal Article	The lancet. Psychiatry	28554430
Journal Article	The lancet. Psychiatry	28554426
Journal Article	The lancet. Psychiatry	28554425
Journal Article	Lancet (London, England)	28553828
Journal Article	BMJ open	28552843
Journal Article	The lancet. Psychiatry	28552501
Journal Article	The lancet. Psychiatry	28552500
Journal Article	The lancet. Psychiatry	28552499
Journal Article	Lancet (London, England)	28552370
Journal Article	Lancet (London, England)	28552369
Journal Article	Lancet (London, England)	28552368
c("Journal Article", "Review")	Lancet (London, England)	28552366
Journal Article	Lancet (London, England)	28552365
Journal Article	The Lancet. Oncology	28552214
Journal Article	The Lancet. Oncology	28552213
Journal Article	The Lancet. Oncology	28552212
Journal Article	The Lancet. Global health	28551407
Journal Article	The Lancet. Oncology	28551359
Journal Article	The Lancet. Oncology	28551358
Journal Article	Lancet (London, England)	28551075
c("Journal Article", "Randomized Controlled Trial")	Lancet (London, England)	28551073
Journal Article	BMJ (Clinical research ed.)	28550164
Journal Article	BMJ (Clinical research ed.)	28550156
Journal Article	BMJ (Clinical research ed.)	28550107
Journal Article	BMJ (Clinical research ed.)	28550075
Journal Article	BMJ (Clinical research ed.)	28550048
Journal Article	BMJ (Clinical research ed.)	28550038
Journal Article	BMJ open	28550024
Journal Article	BMJ open	28550023
Journal Article	BMJ open	28550022
Journal Article	BMJ open	28550021
Journal Article	BMJ open	28550020
Journal Article	BMJ open	28550019
Journal Article	BMJ (Clinical research ed.)	28550011
Journal Article	The Lancet. Oncology	28549784
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28549783
Journal Article	The lancet. Psychiatry	28549674
c("Clinical Trial", "Journal Article", "Multicenter Study")	Lancet (London, England)	28549662
Journal Article	Lancet (London, England)	28549657
Journal Article	BMJ (Clinical research ed.)	28546451
Journal Article	BMJ (Clinical research ed.)	28546449
Journal Article	BMJ (Clinical research ed.)	28546438
Journal Article	BMJ (Clinical research ed.)	28546387
Journal Article	BMJ (Clinical research ed.)	28546315
Journal Article	BMJ (Clinical research ed.)	28546290
Journal Article	BMJ (Clinical research ed.)	28546261
Journal Article	BMJ (Clinical research ed.)	28546253
Journal Article	The lancet. Diabetes &amp; endocrinology	28546097
c("Journal Article", "Review")	The lancet. Diabetes &amp; endocrinology	28546096
c("Journal Article", "Review")	The lancet. Diabetes &amp; endocrinology	28546095
Journal Article	The lancet. Diabetes &amp; endocrinology	28546094
Journal Article	The lancet. HIV	28546090
Journal Article	The lancet. HIV	28546089
Journal Article	The lancet. Gastroenterology &amp; hepatology	28546008
Journal Article	The lancet. Gastroenterology &amp; hepatology	28546007
Journal Article	The Lancet. Respiratory medicine	28545978
Journal Article	The Lancet. Oncology	28545823
Journal Article	The Lancet. Oncology	28545822
Journal Article	The Lancet. Infectious diseases	28545721
Journal Article	The Lancet. Infectious diseases	28545720
Journal Article	Lancet (London, England)	28545708
Journal Article	JAMA	28542699
Journal Article	BMJ (Clinical research ed.)	28539426
Journal Article	BMJ (Clinical research ed.)	28539324
Journal Article	BMJ (Clinical research ed.)	28539321
Journal Article	BMJ (Clinical research ed.)	28539314
Journal Article	BMJ (Clinical research ed.)	28539308
Journal Article	BMJ (Clinical research ed.)	28539307
c("Journal Article", "Randomized Controlled Trial")	Lancet (London, England)	28539196
c("Journal Article", "Randomized Controlled Trial")	Lancet (London, England)	28539194
Journal Article	JAMA	28538998
c("Journal Article", "Randomized Controlled Trial")	The New England journal of medicine	28538136
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28538134
Journal Article	The New England journal of medicine	28538133
Journal Article	The New England journal of medicine	28538132
Journal Article	The New England journal of medicine	28538128
Journal Article	The New England journal of medicine	28538124
Journal Article	The New England journal of medicine	28538123
c("Journal Article", "Review")	The New England journal of medicine	28538121
Journal Article	The New England journal of medicine	28538120
Journal Article	The New England journal of medicine	28538117
Journal Article	The New England journal of medicine	28538116
c("Journal Article", "Randomized Controlled Trial")	The New England journal of medicine	28538111
Journal Article	The New England journal of medicine	28537844
Journal Article	The New England journal of medicine	28537794
Journal Article	BMJ (Clinical research ed.)	28536191
Journal Article	BMJ (Clinical research ed.)	28536149
Journal Article	BMJ (Clinical research ed.)	28536119
Journal Article	BMJ (Clinical research ed.)	28536104
Journal Article	JAMA	28535244
Journal Article	JAMA	28535243
c("Journal Article", "Review")	JAMA	28535241
Journal Article	JAMA	28535240
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28535237
Journal Article	JAMA	28535236
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28535235
Journal Article	JAMA	28535234
Journal Article	JAMA	28535233
Journal Article	JAMA	28535232
Journal Article	JAMA	28535223
Journal Article	JAMA	28535221
Journal Article	JAMA	28535219
Journal Article	JAMA	28535218
Journal Article	JAMA	28535217
Journal Article	JAMA	28535210
Journal Article	Lancet (London, England)	28534747
Journal Article	Lancet (London, England)	28534746
Journal Article	Lancet (London, England)	28534745
Journal Article	Lancet (London, England)	28534744
Journal Article	Lancet (London, England)	28534743
Journal Article	Lancet (London, England)	28534742
Journal Article	BMJ (Clinical research ed.)	28533338
Journal Article	BMJ (Clinical research ed.)	28533265
Journal Article	The lancet. Diabetes &amp; endocrinology	28533139
Journal Article	The lancet. Diabetes &amp; endocrinology	28533136
Journal Article	The Lancet. Infectious diseases	28533095
c("Journal Article", "Review")	The Lancet. Infectious diseases	28533094
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Infectious diseases	28533093
Journal Article	JAMA	28531242
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28530840
Journal Article	The Lancet. Respiratory medicine	28529101
Journal Article	The Lancet. Global health	28528866
Journal Article	The Lancet. Global health	28528865
Journal Article	The Lancet. Infectious diseases	28528802
Journal Article	The Lancet. Infectious diseases	28528801
Journal Article	Lancet (London, England)	28528753
Journal Article	The Lancet. Oncology	28528750
Journal Article	The Lancet. Oncology	28528749
Journal Article	The Lancet. Oncology	28528748
Journal Article	The Lancet. Oncology	28528747
Journal Article	The Lancet. Oncology	28528746
Journal Article	The New England journal of medicine	28528569
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28528561
Journal Article	The New England journal of medicine	28528558
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28528348
Journal Article	JAMA	28528347
Journal Article	The Lancet. Infectious diseases	28527892
Journal Article	The Lancet. Infectious diseases	28527891
Journal Article	Lancet (London, England)	28527705
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	Lancet (London, England)	28527704
Journal Article	The lancet. Psychiatry	28527657
Journal Article	The lancet. Psychiatry	28527656
Journal Article	BMJ (Clinical research ed.)	28526777
Journal Article	BMJ (Clinical research ed.)	28526773
Journal Article	BMJ (Clinical research ed.)	28526705
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28526538
Journal Article	The Lancet. Oncology	28526537
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28526536
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	Lancet (London, England)	28526493
c("Journal Article", "Multicenter Study")	Lancet (London, England)	28526489
Journal Article	The Lancet. Respiratory medicine	28526233
Journal Article	The Lancet. Respiratory medicine	28526232
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28525302
Journal Article	BMJ (Clinical research ed.)	28522679
Journal Article	BMJ (Clinical research ed.)	28522610
Journal Article	BMJ (Clinical research ed.)	28522601
Journal Article	BMJ (Clinical research ed.)	28522468
Journal Article	BMJ (Clinical research ed.)	28522449
Journal Article	BMJ (Clinical research ed.)	28522437
Journal Article	The Lancet. Respiratory medicine	28522353
Journal Article	The Lancet. Respiratory medicine	28522352
Journal Article	The Lancet. Respiratory medicine	28522351
Journal Article	The Lancet. Respiratory medicine	28522350
Journal Article	The Lancet. Respiratory medicine	28522349
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Infectious diseases	28522338
Journal Article	The Lancet. Infectious diseases	28522337
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28522311
Journal Article	The Lancet. Oncology	28522310
Journal Article	The lancet. Gastroenterology &amp; hepatology	28522205
Journal Article	The lancet. Gastroenterology &amp; hepatology	28522204
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Neurology	28522181
Journal Article	The Lancet. Neurology	28522180
Journal Article	The Lancet. Haematology	28522110
Journal Article	The Lancet. Haematology	28522109
Journal Article	Lancet (London, England)	28521917
Journal Article	JAMA	28520871
Journal Article	JAMA	28520835
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28520519
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28515234
Journal Article	BMJ open	28515199
Journal Article	BMJ open	28515198
Journal Article	BMJ open	28515197
Journal Article	BMJ open	28515196
Journal Article	BMJ open	28515195
Journal Article	BMJ open	28515194
Journal Article	BMJ open	28515193
Journal Article	BMJ open	28515192
Journal Article	BMJ open	28515191
Journal Article	BMJ open	28515190
Journal Article	BMJ open	28515189
Journal Article	BMJ open	28515188
Journal Article	BMJ open	28515187
Journal Article	BMJ open	28515186
Journal Article	BMJ open	28515185
Journal Article	BMJ open	28515184
Journal Article	BMJ open	28515183
Journal Article	BMJ open	28515182
Journal Article	BMJ open	28515181
Journal Article	BMJ open	28515180
Journal Article	BMJ (Clinical research ed.)	28515125
Journal Article	BMJ (Clinical research ed.)	28515124
Journal Article	The lancet. HIV	28515015
Journal Article	The lancet. HIV	28515014
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28514624
Journal Article	The New England journal of medicine	28514623
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28514618
Journal Article	The New England journal of medicine	28514617
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28514613
Journal Article	The New England journal of medicine	28514609
Journal Article	The New England journal of medicine	28514608
Journal Article	The New England journal of medicine	28514607
c("Journal Article", "Review")	The New England journal of medicine	28514605
Journal Article	The New England journal of medicine	28514603
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28514601
Journal Article	The New England journal of medicine	28514226
c("Journal Article", "Review")	Lancet (London, England)	28513453
Journal Article	Lancet (London, England)	28513452
Journal Article	Lancet (London, England)	28513451
Journal Article	Lancet (London, England)	28513442
Journal Article	Lancet (London, England)	28513441
Journal Article	Lancet (London, England)	28513440
Journal Article	Lancet (London, England)	28513439
Journal Article	BMJ (Clinical research ed.)	28512210
Journal Article	BMJ (Clinical research ed.)	28512135
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28512119
Journal Article	BMJ (Clinical research ed.)	28512106
Journal Article	BMJ (Clinical research ed.)	28512089
Journal Article	BMJ (Clinical research ed.)	28512085
Journal Article	BMJ (Clinical research ed.)	28512083
Journal Article	JAMA	28510687
Journal Article	JAMA	28510686
Journal Article	JAMA	28510685
Journal Article	JAMA	28510683
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28510680
c("Journal Article", "Randomized Controlled Trial")	JAMA	28510679
Journal Article	JAMA	28510678
Journal Article	JAMA	28510670
Journal Article	JAMA	28510669
Journal Article	JAMA	28510667
Journal Article	JAMA	28510665
Journal Article	JAMA	28510663
Journal Article	JAMA	28510662
Journal Article	JAMA	28510661
Journal Article	The Lancet. Oncology	28506558
Journal Article	The Lancet. Oncology	28506557
Journal Article	The Lancet. Oncology	28506556
Journal Article	The lancet. Gastroenterology &amp; hepatology	28506538
Journal Article	The lancet. Gastroenterology &amp; hepatology	28506537
Journal Article	The Lancet. Respiratory medicine	28506429
Journal Article	JAMA	28505254
Journal Article	JAMA	28505252
c("Journal Article", "Review")	The Lancet. Neurology	28504111
c("Journal Article", "Review")	The Lancet. Neurology	28504110
c("Journal Article", "Review")	The Lancet. Neurology	28504109
Journal Article	The Lancet. Neurology	28504108
Journal Article	The Lancet. Neurology	28504107
Journal Article	The Lancet. Neurology	28504103
Journal Article	The Lancet. Neurology	28504102
c("Journal Article", "Randomized Controlled Trial")	Lancet (London, England)	28502609
Journal Article	BMJ open	28501814
Journal Article	BMJ open	28501813
Journal Article	BMJ open	28501812
Journal Article	BMJ open	28501811
Journal Article	The lancet. HIV	28501496
Journal Article	The lancet. HIV	28501495
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	Lancet (London, England)	28501140
Journal Article	BMJ (Clinical research ed.)	28500036
Journal Article	BMJ (Clinical research ed.)	28500035
Journal Article	The Lancet. Neurology	28499853
Journal Article	The Lancet. Neurology	28499852
Journal Article	The Lancet. Infectious diseases	28499828
Journal Article	The Lancet. Infectious diseases	28499827
Journal Article	The lancet. Psychiatry	28499729
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The Lancet. Oncology	28499583
c("Journal Article", "Multicenter Study")	Lancet (London, England)	28499548
Journal Article	The lancet. Gastroenterology &amp; hepatology	28497761
c("Journal Article", "Review")	The lancet. Gastroenterology &amp; hepatology	28497760
c("Journal Article", "Review")	The lancet. Gastroenterology &amp; hepatology	28497759
Journal Article	The lancet. Gastroenterology &amp; hepatology	28497758
Journal Article	The lancet. Gastroenterology &amp; hepatology	28497757
Journal Article	The lancet. Gastroenterology &amp; hepatology	28497756
Journal Article	The lancet. Gastroenterology &amp; hepatology	28497755
Journal Article	The lancet. Gastroenterology &amp; hepatology	28497754
Journal Article	The lancet. Gastroenterology &amp; hepatology	28497753
Journal Article	The lancet. Gastroenterology &amp; hepatology	28497750
Journal Article	The lancet. Gastroenterology &amp; hepatology	28497749
Journal Article	The lancet. Gastroenterology &amp; hepatology	28497748
Journal Article	The lancet. Gastroenterology &amp; hepatology	28497747
Journal Article	BMJ (Clinical research ed.)	28495887
Journal Article	BMJ (Clinical research ed.)	28495850
Journal Article	BMJ open	28495819
Journal Article	BMJ open	28495818
Journal Article	BMJ open	28495817
Journal Article	BMJ open	28495816
Journal Article	BMJ open	28495815
Journal Article	BMJ open	28495814
Journal Article	BMJ open	28495813
Journal Article	BMJ open	28495812
Journal Article	BMJ open	28495811
Journal Article	BMJ open	28495810
Journal Article	BMJ open	28495809
Journal Article	BMJ (Clinical research ed.)	28495788
Journal Article	BMJ (Clinical research ed.)	28495664
Journal Article	BMJ (Clinical research ed.)	28495663
Journal Article	The Lancet. Oncology	28495639
Journal Article	The Lancet. Oncology	28495638
Journal Article	The lancet. HIV	28495563
Journal Article	The lancet. HIV	28495562
c("Journal Article", "Review")	The lancet. Psychiatry	28495549
c("Journal Article", "Review")	The Lancet. Infectious diseases	28495525
Journal Article	The Lancet. Oncology	28495291
Journal Article	The Lancet. Oncology	28495279
Journal Article	The Lancet. Oncology	28495278
Journal Article	The Lancet. Oncology	28495277
Journal Article	The Lancet. Oncology	28495276
Journal Article	The Lancet. Global health	28495266
Journal Article	The Lancet. Global health	28495265
c("Journal Article", "Randomized Controlled Trial")	The Lancet. Global health	28495264
Journal Article	The Lancet. Global health	28495263
Journal Article	The Lancet. Global health	28495256
Journal Article	The Lancet. Global health	28495255
Journal Article	The Lancet. Global health	28495254
Journal Article	The Lancet. Global health	28495253
Journal Article	The Lancet. Global health	28495252
Journal Article	Lancet (London, England)	28495171
Journal Article	Lancet (London, England)	28495170
Journal Article	Lancet (London, England)	28495159
Journal Article	Lancet (London, England)	28495158
Journal Article	Lancet (London, England)	28495157
Journal Article	Lancet (London, England)	28495156
Journal Article	Lancet (London, England)	28495155
Journal Article	Lancet (London, England)	28495154
Journal Article	Lancet (London, England)	28495116
Journal Article	Lancet (London, England)	28495115
c("Journal Article", "Review")	Lancet (London, England)	28495114
Journal Article	Lancet (London, England)	28495113
c("Journal Article", "Review")	Lancet (London, England)	28495112
Journal Article	Lancet (London, England)	28495111
Journal Article	Lancet (London, England)	28495110
c("Journal Article", "Review")	Lancet (London, England)	28495109
Journal Article	Lancet (London, England)	28495108
Journal Article	Lancet (London, England)	28495107
c("Journal Article", "Review")	Lancet (London, England)	28495106
Journal Article	Lancet (London, England)	28495105
Journal Article	Lancet (London, England)	28495104
Journal Article	Lancet (London, England)	28495103
c("Journal Article", "Review")	Lancet (London, England)	28495101
Journal Article	Lancet (London, England)	28494921
Journal Article	Lancet (London, England)	28494920
Journal Article	JAMA	28494065
Journal Article	JAMA	28494058
Journal Article	JAMA	28492922
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28492910
Journal Article	JAMA	28492907
Journal Article	JAMA	28492906
c("Journal Article", "Review")	JAMA	28492904
Journal Article	JAMA	28492902
Journal Article	JAMA	28492899
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28492898
Journal Article	JAMA	28492897
Journal Article	JAMA	28492890
Journal Article	JAMA	28492888
Journal Article	JAMA	28492880
Journal Article	JAMA	28492879
Journal Article	JAMA	28492878
Journal Article	JAMA	28492877
Journal Article	BMJ open	28490567
Journal Article	BMJ open	28490566
Journal Article	BMJ open	28490565
Journal Article	BMJ open	28490564
Journal Article	BMJ open	28490563
Journal Article	BMJ open	28490562
Journal Article	BMJ open	28490561
Journal Article	BMJ open	28490560
Journal Article	BMJ open	28490559
Journal Article	BMJ open	28490558
Journal Article	BMJ open	28490557
Journal Article	BMJ open	28490556
Journal Article	BMJ open	28490555
Journal Article	BMJ open	28490554
Journal Article	BMJ open	28490553
Journal Article	BMJ open	28490552
Journal Article	BMJ open	28490551
Journal Article	BMJ open	28490550
Journal Article	BMJ open	28490549
Journal Article	BMJ (Clinical research ed.)	28490475
Journal Article	The Medical journal of Australia	28490312
Journal Article	The Medical journal of Australia	28490311
Journal Article	The Medical journal of Australia	28490310
Journal Article	The Medical journal of Australia	28490309
Journal Article	The Medical journal of Australia	28490308
Journal Article	The Medical journal of Australia	28490307
Journal Article	The Medical journal of Australia	28490306
Journal Article	The Medical journal of Australia	28490305
Journal Article	The Medical journal of Australia	28490304
Journal Article	The Medical journal of Australia	28490303
Journal Article	The Medical journal of Australia	28490302
Journal Article	The Medical journal of Australia	28490301
Journal Article	The Medical journal of Australia	28490300
Journal Article	The Medical journal of Australia	28490299
Journal Article	The Medical journal of Australia	28490298
Journal Article	The Medical journal of Australia	28490297
Journal Article	The Medical journal of Australia	28490296
Journal Article	The Medical journal of Australia	28490295
Journal Article	The Medical journal of Australia	28490294
c("Journal Article", "Review")	The Medical journal of Australia	28490292
Journal Article	The Medical journal of Australia	28490291
Journal Article	The New England journal of medicine	28490004
Journal Article	The New England journal of medicine	28490003
Journal Article	The New England journal of medicine	28489996
c("Journal Article", "Review")	The New England journal of medicine	28489992
Journal Article	The New England journal of medicine	28489991
Journal Article	The New England journal of medicine	28489481
Journal Article	BMJ open	28487462
Journal Article	BMJ open	28487461
